Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
09.04.2024,화,00:00,05:26,05:26,잠,잠,잠,,,,
09.04.2024,화,05:26,05:29,00:03,화장실,생활,화장실,,,,
09.04.2024,화,05:29,05:30,00:01,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
09.04.2024,화,05:30,05:33,00:03,"요구르트 준비, 먹기, 처리 등",,,,,,
09.04.2024,화,05:33,05:46,00:13,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
09.04.2024,화,05:46,05:49,00:03,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
09.04.2024,화,05:49,05:51,00:02,간식,식사,간식,,,,
09.04.2024,화,05:51,06:11,00:20,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
09.04.2024,화,06:11,06:14,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,06:14,06:25,00:11,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,06:25,06:39,00:14,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,06:39,06:40,00:01,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,06:40,07:02,00:22,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,07:02,07:05,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:05,07:14,00:09,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,07:14,07:17,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:17,07:30,00:13,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,07:30,07:32,00:02,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:32,07:33,00:01,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:33,07:36,00:03,Duolingo 힌디어 (<-영어),,,,,,
09.04.2024,화,07:36,07:38,00:02,Duolingo 히브리어 (<-영어),공부,히브리어,,,,
09.04.2024,화,07:38,07:39,00:01,"일상품 구매, 탐색, 행정 처리",,,,,문기옥,
09.04.2024,화,07:39,07:40,00:01,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:40,07:42,00:02,"차 마시기, 준비",,,,,,
09.04.2024,화,07:42,07:43,00:01,"사물함 관련 행정, 정리 등",,,,,,
09.04.2024,화,07:43,07:45,00:02,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,07:45,07:46,00:01,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
09.04.2024,화,07:46,07:47,00:01,화장실,생활,화장실,,,,
09.04.2024,화,07:47,07:56,00:09,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
09.04.2024,화,07:56,09:30,01:34,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,09:30,09:34,00:04,화장실,생활,화장실,,,,
09.04.2024,화,09:34,10:31,00:57,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,10:31,10:33,00:02,화장실,생활,화장실,,,,
09.04.2024,화,10:33,11:00,00:27,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,11:00,11:03,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,11:03,11:17,00:14,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
09.04.2024,화,11:17,11:19,00:02,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,11:19,11:25,00:06,양치질,생활,양치질,,,,
09.04.2024,화,11:25,11:26,00:01,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,11:26,11:28,00:02,가글 등,,,,,,
09.04.2024,화,11:28,11:30,00:02,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,11:30,11:46,00:16,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,11:46,11:53,00:07,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,11:53,11:59,00:06,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,11:59,13:10,01:11,"전력전자공학 (영강) (이기복 교수님) 수강, 수험, 대기 등",,,,,,
09.04.2024,화,13:10,13:15,00:05,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,13:15,13:17,00:02,화장실,생활,화장실,,,,
09.04.2024,화,13:17,13:34,00:17,책 교양인을 위한 분석미학의 이해 (오종환),,,,,,
09.04.2024,화,13:34,15:03,01:29,"전기전자재료공학 (주병권 교수님) 수강, 수험, 대기 등",,,,,,
09.04.2024,화,15:03,15:09,00:06,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,15:09,15:11,00:02,"두통 약 찾기, 먹기",생활,약,,,,
09.04.2024,화,15:11,15:16,00:05,"일상 계획, 일정 조정, 기록, 수정, 조회, 일일 예결산 등",행정,"일상 계획, 조정, 결산",,,,
09.04.2024,화,15:16,15:22,00:06,통신사 관련 기타 행정,행정,통신사,,,,
09.04.2024,화,15:22,15:59,00:37,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,15:59,16:02,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,16:02,16:05,00:03,"비일상품 구매, 탐색, 행정 처리",,,,,,
09.04.2024,화,16:05,16:10,00:05,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,16:10,16:27,00:17,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,16:27,16:28,00:01,"선곡, 탐색, 음악 정리, 이어폰 스피커 블루투스 연결 등",음악,"선곡, 음악 정리",,,,
09.04.2024,화,16:28,17:12,00:44,"전력전자공학 (영강) (이기복 교수님) 시뮬레이션 과제, 환경 설정 등",,,,,,
09.04.2024,화,17:12,17:15,00:03,화장실,생활,화장실,,,,
09.04.2024,화,17:15,17:39,00:24,"전력전자공학 (영강) (이기복 교수님) 예습, 복습, 과제, 시험 공부 등",,,,,,
09.04.2024,화,17:39,17:42,00:03,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,17:42,18:03,00:21,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
09.04.2024,화,18:03,18:05,00:02,"이동 준비, 이동 등",생활,이동,,,,
09.04.2024,화,18:05,18:06,00:01,화장실,생활,화장실,,,,
09.04.2024,화,18:06,19:04,00:58,"전력전자공학 (영강) (이기복 교수님) 예습, 복습, 과제, 시험 공부 등",,,,,,
09.04.2024,화,19:04,19:08,00:04,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
